Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,Alternative Fuel Economy Combined,Conventional Fuel Economy Combined,Transmission Type,Engine Size
Sedan/Wagon,CLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,25.0,Automatic,3.0L
Sedan/Wagon,E 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,26.0,Automatic,3.0L
Sedan/Wagon,E 450 4MATIC All-Terrain (wagon),2021,Mercedes-Benz,Hybrid Electric,,,24.0,Automatic,3.0L
Sedan/Wagon,E 450 4MATIC (Convertible),2021,Mercedes-Benz,Hybrid Electric,,,25.0,Automatic,3.0L
Sedan/Wagon,E 450 4MATIC (Coupe),2021,Mercedes-Benz,Hybrid Electric,,,25.0,Automatic,3.0L
Sedan/Wagon,E 450 (Convertible),2021,Mercedes-Benz,Hybrid Electric,,,25.0,Automatic,3.0L
Sedan/Wagon,E 450 (Coupe),2021,Mercedes-Benz,Hybrid Electric,,,26.0,Automatic,3.0L
SUV,GLE 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,23.0,Automatic,3.0L
SUV,GLE 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,19.0,Automatic,4.0L
SUV,GLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,21.0,Automatic,3.0L
SUV,GLS 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,18.0,Automatic,4.0L
SUV,GLS 600 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric,,,16.0,Automatic,4.0L
Sedan/Wagon,S 500 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,24.0,Automatic,3.0L
Sedan/Wagon,S 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,20.0,Automatic,4.0L
Sedan/Wagon,S 580 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric,,,19.0,Automatic,4.0L
Sedan/Wagon,Cooper SE Countryman ALL4,2021,Mini,Plug-in Hybrid Electric,18.0,73.0,29.0,Automatic,1.5L
Sedan/Wagon,Cooper SE Hardtop 2 door,2021,Mini,Electric,110.0,108.0,,Automatic,135 kW electric motor
SUV,Outlander PHEV,2021,Mitsubishi,Plug-in Hybrid Electric,24.0,74.0,26.0,Automatic,2.4L
Sedan/Wagon,Leaf (40 kWh battery pack),2021,Nissan,Electric,149.0,111.0,,Automatic,110 kW electric motor
Sedan/Wagon,Leaf (62 kWh battery pack),2021,Nissan,Electric,226.0,108.0,,Automatic,160 kW electric motor
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2021,Nissan,Electric,215.0,104.0,,Automatic,160 kW electric motor
Sedan/Wagon,Polestar 2,2021,Polestar Automotive USA,Electric,233.0,92.0,,Automatic,
Sedan/Wagon,Polestar I,2021,Polestar Automotive USA,Plug-in Hybrid Electric,52.0,58.0,26.0,Automatic,2.0L
SUV,Cayenne e-Hybrid,2021,Porsche,Plug-in Hybrid Electric,17.0,46.0,21.0,Automatic,3.0L 
SUV,Cayenne e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric,17.0,46.0,21.0,Automatic,3.0L 
SUV,Cayenne Turbo S e-Hybrid,2021,Porsche,Plug-in Hybrid Electric,15.0,42.0,18.0,Automatic,4.0L
SUV,Cayenne Turbo S e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric,15.0,42.0,18.0,Automatic,4.0L
Sedan/Wagon,Panamera 4 E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,19.0,52.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera 4 E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,19.0,52.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera 4 E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,19.0,52.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera 4S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,19.0,50.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera 4S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,19.0,50.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera 4S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,19.0,50.0,22.0,Automatic,2.9L
Sedan/Wagon,Panamera Turbo S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,17.0,48.0,19.0,Automatic,4.0L
Sedan/Wagon,Panamera Turbo S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,17.0,48.0,19.0,Automatic,4.0L
Sedan/Wagon,Panamera Turbo S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,17.0,48.0,19.0,Automatic,4.0L
Sedan/Wagon,Taycan 4S Perf Battery,2021,Porsche,Electric,199.0,79.0,,Automatic,194 and 280 kW electric motors
Sedan/Wagon,Taycan 4S Perf Battery Plus,2021,Porsche,Electric,227.0,77.0,,Automatic,210 and 250 kW electric motors
Sedan/Wagon,Taycan Perf Battery,2021,Porsche,Electric,200.0,79.0,,Automatic,240 kW electric motor
Sedan/Wagon,Taycan Perf Battery Plus,2021,Porsche,Electric,225.0,75.0,,Automatic,280 kW electric motor
Sedan/Wagon,Taycan Turbo,2021,Porsche,Electric,212.0,73.0,,Automatic,
Sedan/Wagon,Taycan Turbo S,2021,Porsche,Electric,201.0,70.0,,Automatic,
Pickup,1500 2WD,2021,Ram,Hybrid Electric,,,22.0,Automatic,3.6L
Pickup,1500 4WD,2021,Ram,Hybrid Electric,,,21.0,Automatic,3.6L
Pickup,1500 HFE 4X2,2021,Ram,Hybrid Electric,,,23.0,Automatic,3.6L
SUV,Crosstrek Hybrid AWD,2021,Subaru,Plug-in Hybrid Electric,17.0,90.0,35.0,Automatic,2.0L
Sedan/Wagon,Model 3 Long Range AWD,2021,Tesla,Electric,353.0,134.0,,Automatic,131 and 190 kW electric motors
Sedan/Wagon,Model 3 Performance AWD,2021,Tesla,Electric,315.0,113.0,,Automatic,131 and 190 kW electric motors
Sedan/Wagon,Model 3 Standard Range Plus RWD,2021,Tesla,Electric,263.0,142.0,,Automatic,198 kW electric motor
Sedan/Wagon,Model S Long Range,2021,Tesla,Electric,405.0,120.0,,Automatic,179 kW and 186 kW electric motor
Sedan/Wagon,"Model S Performance (19"" Wheels)",2021,Tesla,Electric,387.0,110.0,,Automatic,149 kW and 276 kW electric motor
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2021,Tesla,Electric,348.0,101.0,,Automatic,250 kW electric motors (X3)
SUV,Model X Long Range Plus,2021,Tesla,Electric,371.0,105.0,,Automatic,180 and 189 kW electric motor
SUV,"Model X Performance (20"" Wheels)",2021,Tesla,Electric,341.0,97.0,,Automatic,151 and 273 kW electric motors
SUV,Model Y Long Range AWD,2021,Tesla,Electric,326.0,125.0,,Automatic,69 and 201 kW electric motors
SUV,Model Y Performance AWD,2021,Tesla,Electric,303.0,111.0,,Automatic,133 and 179 kW electric motors
SUV,Model Y Standard Range RWD,2021,Tesla,Electric,244.0,129.0,,Automatic,209 kW electric motor
Sedan/Wagon,Avalon Hybrid,2021,Toyota,Hybrid Electric,,,43.0,Automatic,2.5L
Sedan/Wagon,Avalon Hybrid XLE,2021,Toyota,Hybrid Electric,,,44.0,Automatic,2.5L
Sedan/Wagon,Camry Hybrid LE,2021,Toyota,Hybrid Electric,,,52.0,Automatic,2.5L
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2021,Toyota,Hybrid Electric,,,46.0,Automatic,2.5L
Sedan/Wagon,Corolla Hybrid,2021,Toyota,Hybrid Electric,,,52.0,Automatic,1.8L
SUV,Highlander Hybrid,2021,Toyota,Hybrid Electric,,,36.0,Automatic,2.5L
SUV,Highlander Hybrid AWD,2021,Toyota,Hybrid Electric,,,35.0,Automatic,2.5L
SUV,Highlander Hybrid AWD LTD/PLAT,2021,Toyota,Hybrid Electric,,,35.0,Automatic,2.5L
Sedan/Wagon,Mirai Limited,2021,Toyota,Hydrogen Fuel Cell,,65.0,,Automatic,134 kW electric motor
Sedan/Wagon,Mirai XLE,2021,Toyota,Hydrogen Fuel Cell,,72.0,,Automatic,134 kW electric motor
Sedan/Wagon,Prius,2021,Toyota,Hybrid Electric,,,52.0,Automatic,1.8L
Sedan/Wagon,Prius AWD,2021,Toyota,Hybrid Electric,,,49.0,Automatic,1.8L
Sedan/Wagon,Prius Eco,2021,Toyota,Hybrid Electric,,,56.0,Automatic,1.8L
Sedan/Wagon,Prius Prime,2021,Toyota,Plug-in Hybrid Electric,25.0,133.0,54.0,Automatic,1.8L
SUV,RAV4 Hybrid AWD,2021,Toyota,Hybrid Electric,,,40.0,Automatic,2.5L
Sedan/Wagon,RAV4 Prime AWD,2021,Toyota,Plug-in Hybrid Electric,42.0,94.0,38.0,Automatic,2.5L
Van,Sienna,2021,Toyota,Hybrid Electric,,,36.0,Automatic,2.5L
Van,Sienna AWD,2021,Toyota,Hybrid Electric,,,35.0,Automatic,2.5L
SUV,Venza AWD,2021,Toyota,Hybrid Electric,,,39.0,Automatic,2.5L
SUV,ID.4 1st,2021,Volkswagen,Electric,250.0,97.0,,Automatic,150 kW electric motor
SUV,ID.4 AWD Pro,2021,Volkswagen,Electric,249.0,97.0,,Automatic,80 and 150 kW electric motors
SUV,ID.4 Pro,2021,Volkswagen,Electric,260.0,99.0,,Automatic,150 kW electric motor
SUV,ID.4 Pro S,2021,Volkswagen,Electric,250.0,97.0,,Automatic,150 kW electric motor
SUV,ID.4 Pro S AWD ,2021,Volkswagen,Electric,240.0,93.0,,Automatic,80 and 150 kW electric motors
Sedan/Wagon,S60 AWD,2021,Volvo,Plug-in Hybrid Electric,22.0,69.0,30.0,Automatic,2.0L
Sedan/Wagon,S90 AWD,2021,Volvo,Plug-in Hybrid Electric,21.0,60.0,30.0,Automatic,2.0L
SUV,V60 AWD,2021,Volvo,Plug-in Hybrid Electric,22.0,69.0,30.0,Automatic,2.0L
SUV,XC40 Recharge,2021,Volvo,Electric,208.0,79.0,,Automatic,
SUV,XC60 AWD,2021,Volvo,Plug-in Hybrid Electric,19.0,57.0,27.0,Automatic,2.0L
SUV,XC90 AWD,2021,Volvo,Plug-in Hybrid Electric,18.0,55.0,27.0,Automatic,2.0L
Street Sweeper,ACMD-Xpert,0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Refuse,ACMD-Xpert,0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,ACMD-Xpert,0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Tractor,ACTT Terminal Tractor,0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Tractor,ACTT Terminal Tractor,0,Autocar,Electric,,,,Automatic,
Vocational/Cab Chassis,ACX-Xpeditor  - Class 8,0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Refuse,ACX-Xpeditor ,0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,ACX-Xpeditor ,0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,DC-64 - Class 8,0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Refuse,DC-64R - Class 8,0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,LET2,0,Battle Motors,Electric,,,,Automatic,
Vocational/Cab Chassis,LET2,0,Battle Motors,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,LET2 Crew Cab,0,Battle Motors,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,LNT,0,Battle Motors,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,LNT,0,Battle Motors,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,All American Activity,0,Blue Bird,CNG - Compressed Natural Gas,,,,Manual,
School Bus,All American Rear Engine - Class 7,0,Blue Bird,CNG - Compressed Natural Gas,,,,Manual,
School Bus,All American RE Electric,0,Blue Bird,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,All American RE Electric Activity,0,Blue Bird,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,Micro Bird Activity G5 Electric,0,Blue Bird,Electric,,,,Manual,
School Bus,Micro Bird G5 - Class 3,0,Blue Bird,Propane,,,,Manual,
Passenger Van/Shuttle Bus,Micro Bird G5 Activity,0,Blue Bird,Propane,,,,Manual,
School Bus,Micro Bird G5 Electric,0,Blue Bird,Electric,,,,Manual,
School Bus,Vision - Class 7,0,Blue Bird,Propane,,,,Automatic,
Passenger Van/Shuttle Bus,Vision Activity,0,Blue Bird,Propane|CNG - Compressed Natural Gas,,,,Manual,
School Bus,Vision Electric,0,Blue Bird,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,Vision Electric Activity,0,Blue Bird,Electric,,,,Automatic,
Vocational/Cab Chassis,6F,0,BYD,Electric,,,,Manual,
Refuse,6R,0,BYD,Electric,,,,Manual,
Refuse,8R,0,BYD,Electric,,,,Manual,
Tractor,8TT Day Cab,0,BYD,Electric,,,,Automatic,
Tractor,8Y Terminal Tractor,0,BYD,Electric,,,,Manual,
Passenger Van/Shuttle Bus,C10M (45'),0,BYD,Electric,,,,Manual,
Transit Bus,C10MS (45' double deck),0,BYD,Electric,,,,Manual,
Passenger Van/Shuttle Bus,C6M (23'),0,BYD,Electric,,,,Manual,
Passenger Van/Shuttle Bus,C8M (35'),0,BYD,Electric,,,,Manual,
Transit Bus,C8MS (35' double deck),0,BYD,Electric,,,,Manual,
Passenger Van/Shuttle Bus,C9M (40'),0,BYD,Electric,,,,Manual,
Transit Bus,K11M (60'),0,BYD,Electric,,,,Manual,
Transit Bus,K7M (30'),0,BYD,Electric,,,,Manual,
Transit Bus,K7M ER (30'),0,BYD,Electric,,,,Manual,
Transit Bus,K8M (35'),0,BYD,Electric,,,,Manual,
Transit Bus,K9M (40'),0,BYD,Electric,,,,Manual,
Transit Bus,K9MD (40'),0,BYD,Electric,,,,Manual,
Vocational/Cab Chassis,3500/4500 Low Cab Forward,0,Chevrolet,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,"4500 HD, 4500 XD, 5500 HD, 5500 XD Low Cab Forward",0,Chevrolet,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,6500 XD Low Cab Forward,0,Chevrolet,Biodiesel (B20),,,,Manual,
Passenger Van/Shuttle Bus,Express 2500/3500,0,Chevrolet,Ethanol (E85),,,,Manual,
Van,Express 2500/3500,0,Chevrolet,Ethanol (E85),,,,Manual,
Van,Express 2500/3500,0,Chevrolet,Biodiesel (B20),,,,Manual,
Passenger Van/Shuttle Bus,Express 2500/3500,0,Chevrolet,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Express 3500/4500 Cutaway,0,Chevrolet,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,0,Chevrolet,Biodiesel (B20),,,,Manual,
Pickup,Sliverado 2500/3500 HD,0,Chevrolet,Biodiesel (B20),,,,Manual,
Transit Bus,e.COBUS 2700,0,COBUS Industries,Electric,,,,Manual,
Transit Bus,e.COBUS 2700S,0,COBUS Industries,Electric,,,,Manual,
Transit Bus,e.COBUS 3000,0,COBUS Industries,Electric,,,,Manual,
School Bus,Type A Electric School Bus (DE516),0,Collins Bus Corp.,Electric,,,,Manual,
School Bus,Type A Electric School Bus (DE516WF),0,Collins Bus Corp.,Electric,,,,Manual,
Street Sweeper,Broom Bear,0,Elgin,CNG - Compressed Natural Gas,,,,Automatic,
Street Sweeper,Broom Bear CNG Hybrid,0,Elgin,CNG - Compressed Natural Gas|Plug-in Hybrid Electric,,,,Automatic,
Street Sweeper,Broom Bear Plug-In Hybrid,0,Elgin,Plug-in Hybrid Electric,,,,Automatic,
Street Sweeper,Crosswind1,0,Elgin,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,Pelican,0,Elgin,CNG - Compressed Natural Gas,,,,Automatic,
Transit Bus,AXESS 32' low floor,0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,AXESS 32' low floor,0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,AXESS 35' low floor,0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,AXESS 35' low floor,0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,AXESS 40' low floor,0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,AXESS 40' low floor,0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,Axess-BEB 32' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,Axess-BEB 35' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,Axess-BEB 40' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,AXESS-FC 40' low floor,0,ENC,Hydrogen Fuel Cell,,,,Manual,
Transit Bus,E-Z RIDER II 30',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 30',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,E-Z RIDER II 32',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 32',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,E-Z RIDER II 35',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 35',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,XHF 29',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,XHF 33',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,XHF 35',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,XHF 40',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Cutaway",0,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,"E350, E450 Cutaway",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0,Ford,Propane - Bi-fuel|Propane|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,E-450 Box Truck,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E450 Cutaway,0,Ford,Electric,,,,Manual,
School Bus,E-450 School Bus,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,E-450 Shuttle,0,Ford,Electric,,,,Manual,
Step Van,E-450 Step Van,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E450 Stripped Chassis,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E-450 Work Truck,0,Ford,Electric,,,,Manual,
Van,E-Transit Cargo Van,0,Ford,Electric,,,,Automatic,
Vocational/Cab Chassis,E-Transit Cutaway/Chassis Cab,0,Ford,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,F-550 Bus,0,Ford,Electric,,,,Manual,
School Bus,F-59 School Bus,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,0,Ford,Electric,,,,Manual,
Step Van,F-59 Step Van,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,CNG - Compressed Natural Gas|Propane - Bi-fuel|E85/Hybrid Electric|CNG - Bi-fuel|Propane,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,F-650 Box Truck,0,Ford,Electric,,,,Automatic,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,Manual,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0,Ford,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Super Duty Chassis Cab F350,0,Ford,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Hybrid Electric,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Biodiesel (B20),,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Hybrid Electric,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Plug-in Hybrid Electric,,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Ethanol (E85),,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Electric,,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Hybrid Electric,,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Ethanol (E85),,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,0,Ford,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,114SD NG - Class 8,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Tractor,Cascadia Natural Gas,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
TractorVocational/Cab Chassis,M2 112 NG,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,MT-45 G Chassis - Class 4,0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,Automatic,
Vocational/Cab Chassis,MT-50e,0,Freightliner Custom Chassis,Electric,,,,Automatic,
Vocational/Cab Chassis,MT-55 G Chassis,0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,Automatic,
Vocational/Cab Chassis,S2G Truck - Class 6,0,Freightliner Custom Chassis,Propane,,,,Manual,
Vocational/Cab Chassis,eCanter,0,FUSO,Electric,,,,Automatic,
Transit Bus,"BRT, BRT Plus, Commuter",0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,"BRT, BRT Plus, Commuter",0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,"Low Floor, Low Floor Plus",0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,"Low Floor, Low Floor Plus",0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Low Floor Plus,0,Gillig,Electric,,,,Manual,
Transit Bus,Trolley,0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Trolley,0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,M3EV - Class 7,0,Global,Electric,,,,Manual,
Street Sweeper,M4EV - Class 7,0,Global,Electric,,,,Manual,
Street Sweeper,M4 Hybrid,0,Global,Diesel/Hybrid Electric,,,,Manual,
Street Sweeper,M4/M4HSD CNG,0,Global,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,M4ZE/M4HSDZE - Class 7,0,Global,Hydrogen Fuel Cell,,,,Manual,
Van,Zevo 600,0,GM BrightDrop,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Savana 2500/3500,0,GMC,Ethanol (E85),,,,Manual,
Passenger Van/Shuttle Bus,Savana 2500/3500,0,GMC,Biodiesel (B20),,,,Manual,
Van,Savana 2500/3500,0,GMC,Ethanol (E85),,,,Manual,
Van,Savana 2500/3500,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Savana 3500/4500 Cutaway,0,GMC,Ethanol (E85),,,,Manual,
Pickup,Sierra 2500/3500 HD,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,"G1, G2",0,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,"G3, G4",0,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,AV Star,0,GreenPower Motor Company,Electric,,,,Manual,
School Bus,BEAST,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV250,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV350,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV550,0,GreenPower Motor Company,Electric,,,,Manual,
Passenger Van/Shuttle Bus,EV Star,0,GreenPower Motor Company,Electric,,,,Manual,
Passenger Van/Shuttle Bus,EV Star+,0,GreenPower Motor Company,Electric,,,,Manual,
Van,EV Star Cargo,0,GreenPower Motor Company,Electric,,,,Manual,
Vocational/Cab ChassisVan,EV Star Cargo+,0,GreenPower Motor Company,Electric,,,,Manual,
Vocational/Cab Chassis,EV Star CC,0,GreenPower Motor Company,Electric,,,,Manual,
Refuse,"Front Loader: Half/Pack (including Automated), Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider (including Automated)",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,L6 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,L7 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
TractorVocational/Cab Chassis,XL7 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
TractorVocational/Cab Chassis,XL8 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
Passenger Van/Shuttle Bus,Carriage ,0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Commuter,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Commuter,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,Mainstreet,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Mainstreet,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,Streetcar,0,Hometown Manufacturing,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Streetcar,0,Hometown Manufacturing,Diesel/Hybrid Electric,,,,Manual,
