num_trips,relative_humidity_2m,apparent_temperature,year,month,day,hour,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
5330,93,7,2022,5,4,2,0,0,0,0,0,0,1
4481,97,8,2022,5,4,3,0,0,0,0,0,0,1
5782,98,7,2022,5,4,4,0,0,0,0,0,0,1
9909,96,8,2022,5,4,5,0,0,0,0,0,0,1
17916,98,9,2022,5,4,6,0,0,0,0,0,0,1
27758,92,8,2022,5,4,7,0,0,0,0,0,0,1
35419,94,10,2022,5,4,8,0,0,0,0,0,0,1
33679,93,10,2022,5,4,9,0,0,0,0,0,0,1
27559,85,12,2022,5,4,10,0,0,0,0,0,0,1
24488,85,13,2022,5,4,11,0,0,0,0,0,0,1
24086,80,14,2022,5,4,12,0,0,0,0,0,0,1
24508,77,15,2022,5,4,13,0,0,0,0,0,0,1
27252,72,18,2022,5,4,14,0,0,0,0,0,0,1
27731,69,18,2022,5,4,15,0,0,0,0,0,0,1
28309,67,18,2022,5,4,16,0,0,0,0,0,0,1
31651,63,19,2022,5,4,17,0,0,0,0,0,0,1
33350,71,19,2022,5,4,18,0,0,0,0,0,0,1
30914,88,14,2022,5,4,19,0,0,0,0,0,0,1
29693,91,14,2022,5,4,20,0,0,0,0,0,0,1
29545,92,13,2022,5,4,21,0,0,0,0,0,0,1
29402,95,13,2022,5,4,22,0,0,0,0,0,0,1
25073,95,12,2022,5,4,23,0,0,0,0,0,0,1
16600,95,11,2022,5,5,0,0,0,0,0,1,0,0
9788,92,10,2022,5,5,1,0,0,0,0,1,0,0
6119,94,10,2022,5,5,2,0,0,0,0,1,0,0
5095,95,9,2022,5,5,3,0,0,0,0,1,0,0
6329,93,10,2022,5,5,4,0,0,0,0,1,0,0
10367,94,9,2022,5,5,5,0,0,0,0,1,0,0
17531,89,9,2022,5,5,6,0,0,0,0,1,0,0
26853,82,12,2022,5,5,7,0,0,0,0,1,0,0
32814,72,14,2022,5,5,8,0,0,0,0,1,0,0
29892,62,16,2022,5,5,9,0,0,0,0,1,0,0
25185,57,18,2022,5,5,10,0,0,0,0,1,0,0
24552,56,20,2022,5,5,11,0,0,0,0,1,0,0
24769,52,22,2022,5,5,12,0,0,0,0,1,0,0
25999,44,22,2022,5,5,13,0,0,0,0,1,0,0
28879,43,22,2022,5,5,14,0,0,0,0,1,0,0
30086,41,21,2022,5,5,15,0,0,0,0,1,0,0
30824,37,19,2022,5,5,16,0,0,0,0,1,0,0
35031,37,18,2022,5,5,17,0,0,0,0,1,0,0
38683,64,15,2022,5,5,18,0,0,0,0,1,0,0
37489,62,13,2022,5,5,19,0,0,0,0,1,0,0
35827,62,12,2022,5,5,20,0,0,0,0,1,0,0
36142,65,11,2022,5,5,21,0,0,0,0,1,0,0
36196,69,11,2022,5,5,22,0,0,0,0,1,0,0
32962,75,11,2022,5,5,23,0,0,0,0,1,0,0
26220,79,11,2022,5,6,0,1,0,0,0,0,0,0
17895,79,11,2022,5,6,1,1,0,0,0,0,0,0
12312,78,11,2022,5,6,2,1,0,0,0,0,0,0
9382,79,11,2022,5,6,3,1,0,0,0,0,0,0
8908,80,11,2022,5,6,4,1,0,0,0,0,0,0
11213,82,11,2022,5,6,5,1,0,0,0,0,0,0
17385,82,12,2022,5,6,6,1,0,0,0,0,0,0
26743,88,12,2022,5,6,7,1,0,0,0,0,0,0
35957,91,13,2022,5,6,8,1,0,0,0,0,0,0
33749,91,13,2022,5,6,9,1,0,0,0,0,0,0
28163,91,13,2022,5,6,10,1,0,0,0,0,0,0
27883,92,13,2022,5,6,11,1,0,0,0,0,0,0
28709,93,12,2022,5,6,12,1,0,0,0,0,0,0
28668,92,12,2022,5,6,13,1,0,0,0,0,0,0
31878,92,12,2022,5,6,14,1,0,0,0,0,0,0
33964,93,11,2022,5,6,15,1,0,0,0,0,0,0
35010,92,11,2022,5,6,16,1,0,0,0,0,0,0
39493,93,10,2022,5,6,17,1,0,0,0,0,0,0
44812,93,9,2022,5,6,18,1,0,0,0,0,0,0
47207,93,8,2022,5,6,19,1,0,0,0,0,0,0
45669,95,8,2022,5,6,20,1,0,0,0,0,0,0
41926,95,8,2022,5,6,21,1,0,0,0,0,0,0
42734,94,7,2022,5,6,22,1,0,0,0,0,0,0
41673,94,6,2022,5,6,23,1,0,0,0,0,0,0
35199,95,6,2022,5,7,0,0,0,1,0,0,0,0
26765,95,6,2022,5,7,1,0,0,1,0,0,0,0
20105,94,5,2022,5,7,2,0,0,1,0,0,0,0
15511,94,4,2022,5,7,3,0,0,1,0,0,0,0
11652,94,4,2022,5,7,4,0,0,1,0,0,0,0
9842,93,4,2022,5,7,5,0,0,1,0,0,0,0
12105,94,4,2022,5,7,6,0,0,1,0,0,0,0
15252,91,6,2022,5,7,7,0,0,1,0,0,0,0
20424,94,6,2022,5,7,8,0,0,1,0,0,0,0
26359,94,6,2022,5,7,9,0,0,1,0,0,0,0
30502,94,4,2022,5,7,10,0,0,1,0,0,0,0
34842,93,3,2022,5,7,11,0,0,1,0,0,0,0
38992,92,3,2022,5,7,12,0,0,1,0,0,0,0
41068,91,2,2022,5,7,13,0,0,1,0,0,0,0
41997,89,2,2022,5,7,14,0,0,1,0,0,0,0
39716,87,1,2022,5,7,15,0,0,1,0,0,0,0
38538,76,1,2022,5,7,16,0,0,1,0,0,0,0
41306,74,1,2022,5,7,17,0,0,1,0,0,0,0
42591,72,1,2022,5,7,18,0,0,1,0,0,0,0
44203,78,3,2022,5,7,19,0,0,1,0,0,0,0
42357,86,2,2022,5,7,20,0,0,1,0,0,0,0
39564,83,1,2022,5,7,21,0,0,1,0,0,0,0
41255,71,1,2022,5,7,22,0,0,1,0,0,0,0
41680,69,2,2022,5,7,23,0,0,1,0,0,0,0
36827,64,1,2022,5,8,0,0,0,0,1,0,0,0
30156,67,1,2022,5,8,1,0,0,0,1,0,0,0
22118,70,1,2022,5,8,2,0,0,0,1,0,0,0
17193,68,1,2022,5,8,3,0,0,0,1,0,0,0
13080,67,0,2022,5,8,4,0,0,0,1,0,0,0
10221,60,1,2022,5,8,5,0,0,0,1,0,0,0
11055,59,1,2022,5,8,6,0,0,0,1,0,0,0
13352,68,2,2022,5,8,7,0,0,0,1,0,0,0
15792,66,3,2022,5,8,8,0,0,0,1,0,0,0
20490,51,4,2022,5,8,9,0,0,0,1,0,0,0
25699,49,4,2022,5,8,10,0,0,0,1,0,0,0
28305,48,5,2022,5,8,11,0,0,0,1,0,0,0
29351,45,5,2022,5,8,12,0,0,0,1,0,0,0
29006,45,6,2022,5,8,13,0,0,0,1,0,0,0
30566,40,6,2022,5,8,14,0,0,0,1,0,0,0
30992,42,6,2022,5,8,15,0,0,0,1,0,0,0
30549,44,6,2022,5,8,16,0,0,0,1,0,0,0
31772,45,6,2022,5,8,17,0,0,0,1,0,0,0
32656,46,6,2022,5,8,18,0,0,0,1,0,0,0
31884,67,5,2022,5,8,19,0,0,0,1,0,0,0
30407,71,6,2022,5,8,20,0,0,0,1,0,0,0
30029,70,5,2022,5,8,21,0,0,0,1,0,0,0
26995,61,4,2022,5,8,22,0,0,0,1,0,0,0
21991,61,4,2022,5,8,23,0,0,0,1,0,0,0
14859,55,3,2022,5,9,0,0,1,0,0,0,0,0
8279,53,2,2022,5,9,1,0,1,0,0,0,0,0
5418,53,1,2022,5,9,2,0,1,0,0,0,0,0
4557,53,0,2022,5,9,3,0,1,0,0,0,0,0
6061,54,0,2022,5,9,4,0,1,0,0,0,0,0
10114,54,0,2022,5,9,5,0,1,0,0,0,0,0
17689,57,1,2022,5,9,6,0,1,0,0,0,0,0
25797,51,4,2022,5,9,7,0,1,0,0,0,0,0
32197,45,5,2022,5,9,8,0,1,0,0,0,0,0
26835,43,7,2022,5,9,9,0,1,0,0,0,0,0
22735,42,10,2022,5,9,10,0,1,0,0,0,0,0
21481,39,12,2022,5,9,11,0,1,0,0,0,0,0
21604,37,14,2022,5,9,12,0,1,0,0,0,0,0
21845,36,15,2022,5,9,13,0,1,0,0,0,0,0
25039,35,15,2022,5,9,14,0,1,0,0,0,0,0
26273,34,14,2022,5,9,15,0,1,0,0,0,0,0
25929,34,13,2022,5,9,16,0,1,0,0,0,0,0
28689,39,12,2022,5,9,17,0,1,0,0,0,0,0
28548,40,10,2022,5,9,18,0,1,0,0,0,0,0
25636,43,9,2022,5,9,19,0,1,0,0,0,0,0
25138,46,8,2022,5,9,20,0,1,0,0,0,0,0
25190,40,7,2022,5,9,21,0,1,0,0,0,0,0
24310,37,5,2022,5,9,22,0,1,0,0,0,0,0
19871,34,4,2022,5,9,23,0,1,0,0,0,0,0
13081,33,3,2022,5,10,0,0,0,0,0,0,1,0
7441,36,2,2022,5,10,1,0,0,0,0,0,1,0
4988,39,2,2022,5,10,2,0,0,0,0,0,1,0
4012,40,2,2022,5,10,3,0,0,0,0,0,1,0
5410,43,2,2022,5,10,4,0,0,0,0,0,1,0
9370,47,2,2022,5,10,5,0,0,0,0,0,1,0
16519,51,3,2022,5,10,6,0,0,0,0,0,1,0
25470,47,6,2022,5,10,7,0,0,0,0,0,1,0
31412,41,7,2022,5,10,8,0,0,0,0,0,1,0
27579,39,9,2022,5,10,9,0,0,0,0,0,1,0
23357,37,12,2022,5,10,10,0,0,0,0,0,1,0
21738,35,14,2022,5,10,11,0,0,0,0,0,1,0
22145,33,15,2022,5,10,12,0,0,0,0,0,1,0
22830,33,16,2022,5,10,13,0,0,0,0,0,1,0
25652,32,16,2022,5,10,14,0,0,0,0,0,1,0
26956,33,15,2022,5,10,15,0,0,0,0,0,1,0
27151,32,14,2022,5,10,16,0,0,0,0,0,1,0
30687,33,13,2022,5,10,17,0,0,0,0,0,1,0
32697,38,11,2022,5,10,18,0,0,0,0,0,1,0
29296,38,11,2022,5,10,19,0,0,0,0,0,1,0
28265,40,10,2022,5,10,20,0,0,0,0,0,1,0
28469,42,8,2022,5,10,21,0,0,0,0,0,1,0
28172,48,7,2022,5,10,22,0,0,0,0,0,1,0
23882,50,7,2022,5,10,23,0,0,0,0,0,1,0
15896,49,6,2022,5,11,0,0,0,0,0,0,0,1
9115,49,5,2022,5,11,1,0,0,0,0,0,0,1
5570,49,5,2022,5,11,2,0,0,0,0,0,0,1
4466,50,4,2022,5,11,3,0,0,0,0,0,0,1
5871,50,3,2022,5,11,4,0,0,0,0,0,0,1
9884,51,3,2022,5,11,5,0,0,0,0,0,0,1
17059,54,5,2022,5,11,6,0,0,0,0,0,0,1
26954,45,7,2022,5,11,7,0,0,0,0,0,0,1
33035,46,9,2022,5,11,8,0,0,0,0,0,0,1
29225,49,12,2022,5,11,9,0,0,0,0,0,0,1
24432,52,13,2022,5,11,10,0,0,0,0,0,0,1
23841,55,14,2022,5,11,11,0,0,0,0,0,0,1
23585,53,17,2022,5,11,12,0,0,0,0,0,0,1
24357,53,16,2022,5,11,13,0,0,0,0,0,0,1
27653,54,17,2022,5,11,14,0,0,0,0,0,0,1
28062,54,19,2022,5,11,15,0,0,0,0,0,0,1
27919,56,19,2022,5,11,16,0,0,0,0,0,0,1
31442,59,18,2022,5,11,17,0,0,0,0,0,0,1
34491,61,18,2022,5,11,18,0,0,0,0,0,0,1
31407,82,14,2022,5,11,19,0,0,0,0,0,0,1
30200,81,11,2022,5,11,20,0,0,0,0,0,0,1
30657,83,10,2022,5,11,21,0,0,0,0,0,0,1
31128,90,10,2022,5,11,22,0,0,0,0,0,0,1
26576,91,10,2022,5,11,23,0,0,0,0,0,0,1
17827,89,9,2022,5,12,0,0,0,0,0,1,0,0
10414,90,10,2022,5,12,1,0,0,0,0,1,0,0
6760,91,10,2022,5,12,2,0,0,0,0,1,0,0
5552,90,10,2022,5,12,3,0,0,0,0,1,0,0
6764,90,9,2022,5,12,4,0,0,0,0,1,0,0
10335,88,10,2022,5,12,5,0,0,0,0,1,0,0
17645,86,11,2022,5,12,6,0,0,0,0,1,0,0
27170,76,13,2022,5,12,7,0,0,0,0,1,0,0
33271,70,15,2022,5,12,8,0,0,0,0,1,0,0
29296,73,15,2022,5,12,9,0,0,0,0,1,0,0
25730,76,16,2022,5,12,10,0,0,0,0,1,0,0
24314,77,17,2022,5,12,11,0,0,0,0,1,0,0
24564,75,19,2022,5,12,12,0,0,0,0,1,0,0
25655,75,20,2022,5,12,13,0,0,0,0,1,0,0
28749,74,22,2022,5,12,14,0,0,0,0,1,0,0
29521,76,22,2022,5,12,15,0,0,0,0,1,0,0
29551,79,21,2022,5,12,16,0,0,0,0,1,0,0
33468,80,19,2022,5,12,17,0,0,0,0,1,0,0
36903,83,16,2022,5,12,18,0,0,0,0,1,0,0
34594,99,13,2022,5,12,19,0,0,0,0,1,0,0
33274,99,13,2022,5,12,20,0,0,0,0,1,0,0
33741,99,13,2022,5,12,21,0,0,0,0,1,0,0
34880,99,14,2022,5,12,22,0,0,0,0,1,0,0
31595,99,14,2022,5,12,23,0,0,0,0,1,0,0
23115,100,15,2022,5,13,0,1,0,0,0,0,0,0
14966,99,14,2022,5,13,1,1,0,0,0,0,0,0
10835,98,14,2022,5,13,2,1,0,0,0,0,0,0
7661,98,14,2022,5,13,3,1,0,0,0,0,0,0
7955,97,13,2022,5,13,4,1,0,0,0,0,0,0
11069,96,13,2022,5,13,5,1,0,0,0,0,0,0
17632,95,13,2022,5,13,6,1,0,0,0,0,0,0
26742,95,15,2022,5,13,7,1,0,0,0,0,0,0
33000,92,16,2022,5,13,8,1,0,0,0,0,0,0
29576,90,17,2022,5,13,9,1,0,0,0,0,0,0
26810,86,18,2022,5,13,10,1,0,0,0,0,0,0
26112,83,19,2022,5,13,11,1,0,0,0,0,0,0
26243,80,21,2022,5,13,12,1,0,0,0,0,0,0
26511,80,22,2022,5,13,13,1,0,0,0,0,0,0
28984,86,21,2022,5,13,14,1,0,0,0,0,0,0
30622,90,19,2022,5,13,15,1,0,0,0,0,0,0
31962,92,18,2022,5,13,16,1,0,0,0,0,0,0
35880,95,16,2022,5,13,17,1,0,0,0,0,0,0
40748,96,16,2022,5,13,18,1,0,0,0,0,0,0
43240,98,17,2022,5,13,19,1,0,0,0,0,0,0
38567,97,16,2022,5,13,20,1,0,0,0,0,0,0
37621,99,15,2022,5,13,21,1,0,0,0,0,0,0
42057,98,15,2022,5,13,22,1,0,0,0,0,0,0
41538,98,15,2022,5,13,23,1,0,0,0,0,0,0
35379,99,15,2022,5,14,0,0,0,1,0,0,0,0
29064,99,15,2022,5,14,1,0,0,1,0,0,0,0
22289,99,15,2022,5,14,2,0,0,1,0,0,0,0
17455,100,16,2022,5,14,3,0,0,1,0,0,0,0
13426,99,16,2022,5,14,4,0,0,1,0,0,0,0
10785,100,15,2022,5,14,5,0,0,1,0,0,0,0
12506,99,16,2022,5,14,6,0,0,1,0,0,0,0
15592,99,17,2022,5,14,7,0,0,1,0,0,0,0
19466,96,18,2022,5,14,8,0,0,1,0,0,0,0
24196,94,19,2022,5,14,9,0,0,1,0,0,0,0
27516,89,21,2022,5,14,10,0,0,1,0,0,0,0
29543,86,22,2022,5,14,11,0,0,1,0,0,0,0
30612,85,21,2022,5,14,12,0,0,1,0,0,0,0
30840,86,21,2022,5,14,13,0,0,1,0,0,0,0
32537,92,19,2022,5,14,14,0,0,1,0,0,0,0
35871,90,18,2022,5,14,15,0,0,1,0,0,0,0
40284,92,18,2022,5,14,16,0,0,1,0,0,0,0
41420,97,18,2022,5,14,17,0,0,1,0,0,0,0
44632,97,17,2022,5,14,18,0,0,1,0,0,0,0
44649,99,15,2022,5,14,19,0,0,1,0,0,0,0
40411,99,16,2022,5,14,20,0,0,1,0,0,0,0
40651,99,13,2022,5,14,21,0,0,1,0,0,0,0
43333,98,13,2022,5,14,22,0,0,1,0,0,0,0
45209,98,14,2022,5,14,23,0,0,1,0,0,0,0
40224,99,15,2022,5,15,0,0,0,0,1,0,0,0
32300,100,15,2022,5,15,1,0,0,0,1,0,0,0
24535,100,15,2022,5,15,2,0,0,0,1,0,0,0
19823,100,16,2022,5,15,3,0,0,0,1,0,0,0
14328,100,16,2022,5,15,4,0,0,0,1,0,0,0
10792,100,16,2022,5,15,5,0,0,0,1,0,0,0
11400,99,17,2022,5,15,6,0,0,0,1,0,0,0
13694,98,19,2022,5,15,7,0,0,0,1,0,0,0
15733,96,19,2022,5,15,8,0,0,0,1,0,0,0
20262,88,21,2022,5,15,9,0,0,0,1,0,0,0
24558,79,22,2022,5,15,10,0,0,0,1,0,0,0
27317,72,23,2022,5,15,11,0,0,0,1,0,0,0
28025,67,25,2022,5,15,12,0,0,0,1,0,0,0
28262,66,26,2022,5,15,13,0,0,0,1,0,0,0
29379,79,23,2022,5,15,14,0,0,0,1,0,0,0
30356,83,20,2022,5,15,15,0,0,0,1,0,0,0
30489,86,19,2022,5,15,16,0,0,0,1,0,0,0
31517,88,18,2022,5,15,17,0,0,0,1,0,0,0
32317,89,18,2022,5,15,18,0,0,0,1,0,0,0
30525,92,17,2022,5,15,19,0,0,0,1,0,0,0
28826,91,17,2022,5,15,20,0,0,0,1,0,0,0
29725,91,16,2022,5,15,21,0,0,0,1,0,0,0
29182,91,16,2022,5,15,22,0,0,0,1,0,0,0
25051,93,17,2022,5,15,23,0,0,0,1,0,0,0
18384,91,18,2022,5,16,0,0,1,0,0,0,0,0
11521,92,17,2022,5,16,1,0,1,0,0,0,0,0
6986,94,17,2022,5,16,2,0,1,0,0,0,0,0
5431,96,17,2022,5,16,3,0,1,0,0,0,0,0
6846,97,16,2022,5,16,4,0,1,0,0,0,0,0
10854,99,16,2022,5,16,5,0,1,0,0,0,0,0
17833,96,18,2022,5,16,6,0,1,0,0,0,0,0
26650,91,21,2022,5,16,7,0,1,0,0,0,0,0
32542,84,22,2022,5,16,8,0,1,0,0,0,0,0
28610,82,23,2022,5,16,9,0,1,0,0,0,0,0
24699,77,25,2022,5,16,10,0,1,0,0,0,0,0
23863,83,22,2022,5,16,11,0,1,0,0,0,0,0
24095,95,19,2022,5,16,12,0,1,0,0,0,0,0
26749,81,24,2022,5,16,13,0,1,0,0,0,0,0
27585,84,22,2022,5,16,14,0,1,0,0,0,0,0
27671,85,21,2022,5,16,15,0,1,0,0,0,0,0
27524,80,22,2022,5,16,16,0,1,0,0,0,0,0
31241,80,21,2022,5,16,17,0,1,0,0,0,0,0
35798,87,19,2022,5,16,18,0,1,0,0,0,0,0
33858,85,18,2022,5,16,19,0,1,0,0,0,0,0
30177,88,18,2022,5,16,20,0,1,0,0,0,0,0
25913,90,16,2022,5,16,21,0,1,0,0,0,0,0
24315,83,14,2022,5,16,22,0,1,0,0,0,0,0
20189,81,13,2022,5,16,23,0,1,0,0,0,0,0
13545,77,11,2022,5,17,0,0,0,0,0,0,1,0
8289,75,10,2022,5,17,1,0,0,0,0,0,1,0
5446,76,10,2022,5,17,2,0,0,0,0,0,1,0
4295,81,10,2022,5,17,3,0,0,0,0,0,1,0
5731,85,10,2022,5,17,4,0,0,0,0,0,1,0
9970,87,10,2022,5,17,5,0,0,0,0,0,1,0
17189,83,11,2022,5,17,6,0,0,0,0,0,1,0
25798,72,14,2022,5,17,7,0,0,0,0,0,1,0
31897,67,15,2022,5,17,8,0,0,0,0,0,1,0
29563,60,17,2022,5,17,9,0,0,0,0,0,1,0
25119,50,19,2022,5,17,10,0,0,0,0,0,1,0
24187,37,19,2022,5,17,11,0,0,0,0,0,1,0
24424,39,18,2022,5,17,12,0,0,0,0,0,1,0
25497,37,18,2022,5,17,13,0,0,0,0,0,1,0
27525,35,18,2022,5,17,14,0,0,0,0,0,1,0
27953,37,18,2022,5,17,15,0,0,0,0,0,1,0
28354,36,18,2022,5,17,16,0,0,0,0,0,1,0
29808,38,18,2022,5,17,17,0,0,0,0,0,1,0
31754,45,18,2022,5,17,18,0,0,0,0,0,1,0
31438,48,15,2022,5,17,19,0,0,0,0,0,1,0
29770,48,13,2022,5,17,20,0,0,0,0,0,1,0
30729,50,11,2022,5,17,21,0,0,0,0,0,1,0
30653,52,11,2022,5,17,22,0,0,0,0,0,1,0
26827,56,10,2022,5,17,23,0,0,0,0,0,1,0
18675,57,9,2022,5,18,0,0,0,0,0,0,0,1
10566,60,9,2022,5,18,1,0,0,0,0,0,0,1
6527,64,9,2022,5,18,2,0,0,0,0,0,0,1
5138,67,8,2022,5,18,3,0,0,0,0,0,0,1
6242,70,8,2022,5,18,4,0,0,0,0,0,0,1
10493,72,8,2022,5,18,5,0,0,0,0,0,0,1
17524,72,9,2022,5,18,6,0,0,0,0,0,0,1
26622,62,11,2022,5,18,7,0,0,0,0,0,0,1
32647,52,12,2022,5,18,8,0,0,0,0,0,0,1
30958,48,13,2022,5,18,9,0,0,0,0,0,0,1
26173,46,15,2022,5,18,10,0,0,0,0,0,0,1
24786,45,17,2022,5,18,11,0,0,0,0,0,0,1
25136,44,17,2022,5,18,12,0,0,0,0,0,0,1
25876,41,18,2022,5,18,13,0,0,0,0,0,0,1
28123,40,19,2022,5,18,14,0,0,0,0,0,0,1
28260,38,19,2022,5,18,15,0,0,0,0,0,0,1
28432,39,19,2022,5,18,16,0,0,0,0,0,0,1
30651,40,18,2022,5,18,17,0,0,0,0,0,0,1
32930,50,17,2022,5,18,18,0,0,0,0,0,0,1
33016,51,15,2022,5,18,19,0,0,0,0,0,0,1
32322,49,14,2022,5,18,20,0,0,0,0,0,0,1
32942,59,14,2022,5,18,21,0,0,0,0,0,0,1
33331,61,14,2022,5,18,22,0,0,0,0,0,0,1
30181,58,14,2022,5,18,23,0,0,0,0,0,0,1
21052,71,14,2022,5,19,0,0,0,0,0,1,0,0
12485,84,15,2022,5,19,1,0,0,0,0,1,0,0
8661,89,14,2022,5,19,2,0,0,0,0,1,0,0
6368,92,13,2022,5,19,3,0,0,0,0,1,0,0
7580,94,12,2022,5,19,4,0,0,0,0,1,0,0
12160,95,12,2022,5,19,5,0,0,0,0,1,0,0
19806,96,12,2022,5,19,6,0,0,0,0,1,0,0
29012,92,11,2022,5,19,7,0,0,0,0,1,0,0
36384,95,11,2022,5,19,8,0,0,0,0,1,0,0
34566,90,12,2022,5,19,9,0,0,0,0,1,0,0
29164,85,12,2022,5,19,10,0,0,0,0,1,0,0
26708,79,15,2022,5,19,11,0,0,0,0,1,0,0
27020,74,17,2022,5,19,12,0,0,0,0,1,0,0
27395,70,17,2022,5,19,13,0,0,0,0,1,0,0
29412,69,18,2022,5,19,14,0,0,0,0,1,0,0
29541,67,19,2022,5,19,15,0,0,0,0,1,0,0
30036,62,20,2022,5,19,16,0,0,0,0,1,0,0
32420,62,21,2022,5,19,17,0,0,0,0,1,0,0
34623,70,19,2022,5,19,18,0,0,0,0,1,0,0
34829,82,16,2022,5,19,19,0,0,0,0,1,0,0
33577,89,13,2022,5,19,20,0,0,0,0,1,0,0
34246,90,13,2022,5,19,21,0,0,0,0,1,0,0
35193,92,12,2022,5,19,22,0,0,0,0,1,0,0
32149,93,12,2022,5,19,23,0,0,0,0,1,0,0
23265,94,11,2022,5,20,0,1,0,0,0,0,0,0
14910,95,11,2022,5,20,1,1,0,0,0,0,0,0
10657,97,10,2022,5,20,2,1,0,0,0,0,0,0
7690,98,10,2022,5,20,3,1,0,0,0,0,0,0
8056,99,10,2022,5,20,4,1,0,0,0,0,0,0
11407,98,11,2022,5,20,5,1,0,0,0,0,0,0
17373,94,12,2022,5,20,6,1,0,0,0,0,0,0
26078,89,14,2022,5,20,7,1,0,0,0,0,0,0
31824,83,18,2022,5,20,8,1,0,0,0,0,0,0
29311,78,20,2022,5,20,9,1,0,0,0,0,0,0
26795,74,21,2022,5,20,10,1,0,0,0,0,0,0
26036,73,20,2022,5,20,11,1,0,0,0,0,0,0
26315,73,20,2022,5,20,12,1,0,0,0,0,0,0
26314,73,19,2022,5,20,13,1,0,0,0,0,0,0
28572,71,21,2022,5,20,14,1,0,0,0,0,0,0
29586,78,19,2022,5,20,15,1,0,0,0,0,0,0
32322,89,17,2022,5,20,16,1,0,0,0,0,0,0
38717,86,18,2022,5,20,17,1,0,0,0,0,0,0
44632,90,16,2022,5,20,18,1,0,0,0,0,0,0
42283,93,17,2022,5,20,19,1,0,0,0,0,0,0
37786,92,17,2022,5,20,20,1,0,0,0,0,0,0
36348,91,17,2022,5,20,21,1,0,0,0,0,0,0
38873,93,17,2022,5,20,22,1,0,0,0,0,0,0
39434,94,17,2022,5,20,23,1,0,0,0,0,0,0
34517,95,17,2022,5,21,0,0,0,1,0,0,0,0
27350,96,17,2022,5,21,1,0,0,1,0,0,0,0
20444,96,17,2022,5,21,2,0,0,1,0,0,0,0
15773,97,17,2022,5,21,3,0,0,1,0,0,0,0
12785,98,17,2022,5,21,4,0,0,1,0,0,0,0
11199,98,18,2022,5,21,5,0,0,1,0,0,0,0
13253,95,19,2022,5,21,6,0,0,1,0,0,0,0
15946,93,20,2022,5,21,7,0,0,1,0,0,0,0
20231,88,24,2022,5,21,8,0,0,1,0,0,0,0
24413,81,28,2022,5,21,9,0,0,1,0,0,0,0
27285,74,33,2022,5,21,10,0,0,1,0,0,0,0
28281,64,36,2022,5,21,11,0,0,1,0,0,0,0
29051,57,37,2022,5,21,12,0,0,1,0,0,0,0
30445,55,36,2022,5,21,13,0,0,1,0,0,0,0
32753,62,34,2022,5,21,14,0,0,1,0,0,0,0
33850,72,30,2022,5,21,15,0,0,1,0,0,0,0
35128,77,28,2022,5,21,16,0,0,1,0,0,0,0
37214,76,30,2022,5,21,17,0,0,1,0,0,0,0
39524,74,32,2022,5,21,18,0,0,1,0,0,0,0
40900,83,27,2022,5,21,19,0,0,1,0,0,0,0
39290,77,26,2022,5,21,20,0,0,1,0,0,0,0
40928,76,26,2022,5,21,21,0,0,1,0,0,0,0
42419,73,25,2022,5,21,22,0,0,1,0,0,0,0
42507,72,24,2022,5,21,23,0,0,1,0,0,0,0
39815,77,23,2022,5,22,0,0,0,0,1,0,0,0
33894,82,23,2022,5,22,1,0,0,0,1,0,0,0
26171,80,23,2022,5,22,2,0,0,0,1,0,0,0
20387,86,22,2022,5,22,3,0,0,0,1,0,0,0
15232,87,22,2022,5,22,4,0,0,0,1,0,0,0
12190,88,21,2022,5,22,5,0,0,0,1,0,0,0
11780,84,23,2022,5,22,6,0,0,0,1,0,0,0
13366,80,26,2022,5,22,7,0,0,0,1,0,0,0
15761,73,27,2022,5,22,8,0,0,0,1,0,0,0
19998,67,28,2022,5,22,9,0,0,0,1,0,0,0
23916,61,31,2022,5,22,10,0,0,0,1,0,0,0
25832,58,32,2022,5,22,11,0,0,0,1,0,0,0
26505,55,33,2022,5,22,12,0,0,0,1,0,0,0
26215,55,33,2022,5,22,13,0,0,0,1,0,0,0
27560,55,34,2022,5,22,14,0,0,0,1,0,0,0
29628,57,32,2022,5,22,15,0,0,0,1,0,0,0
30534,63,31,2022,5,22,16,0,0,0,1,0,0,0
30982,59,30,2022,5,22,17,0,0,0,1,0,0,0
31777,80,26,2022,5,22,18,0,0,0,1,0,0,0
30466,84,27,2022,5,22,19,0,0,0,1,0,0,0
30582,72,26,2022,5,22,20,0,0,0,1,0,0,0
29542,74,24,2022,5,22,21,0,0,0,1,0,0,0
28141,80,23,2022,5,22,22,0,0,0,1,0,0,0
23654,79,20,2022,5,22,23,0,0,0,1,0,0,0
17458,74,18,2022,5,23,0,0,1,0,0,0,0,0
10313,72,16,2022,5,23,1,0,1,0,0,0,0,0
6705,70,15,2022,5,23,2,0,1,0,0,0,0,0
5285,68,14,2022,5,23,3,0,1,0,0,0,0,0
6578,66,13,2022,5,23,4,0,1,0,0,0,0,0
10807,67,12,2022,5,23,5,0,1,0,0,0,0,0
17543,70,12,2022,5,23,6,0,1,0,0,0,0,0
25655,63,14,2022,5,23,7,0,1,0,0,0,0,0
31430,55,14,2022,5,23,8,0,1,0,0,0,0,0
27268,53,16,2022,5,23,9,0,1,0,0,0,0,0
